Airplane.damage.,Airplane.fate.,DateCrash,YearCrash,First.flight.,AccidentCountry,Nature,Operator,Phase,Departcountry,Destcountry,Type,Total.airframe.hrs.,Status.,FatalCrew,FatalPass,OccupantsCrew,OccupantsPass,FatalTotal,OccupantsTotal
Damaged beyond repair,NA,Tuesday 13 March 1945,1945,,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 March 1945,1945,1942,France,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-53 Skytrooper (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 March 1945,1945,1942,United States of America,Military,United States Army Air Force - USAAF,En route (ENR),United States of America,?,Douglas C-47C,NA,,5,1,5,1,6,6
Damaged beyond repair,NA,Tuesday 13 March 1945,1945,1944,Unknown country,Military,United States Navy,Unknown (UNK),?,?,Douglas R4D-5,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 March 1945,1945,1945,United States of America,Military,Royal Air Force - RAF,En route (ENR),United States of America,United States of America,Douglas Dakota IV (DC-3),NA,,4,1,4,1,5,5
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,,United States of America,Military,United States Army Air Force - USAAF,Landing (LDG),?,United States of America,Curtiss C-46D-15-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,,France,Military,United States Army Air Force - USAAF,En route (ENR),France,France,Douglas C-47A-70-DL (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,1944,United States of America,Military,United States Navy,En route (ENR),United States of America,United States of America,Douglas R4D-5 (DC-3),NA,,,,,,7,23
Destroyed,Written off (damaged beyond repair),Wednesday 14 March 1945,1945,,Ireland,Military,Royal Air Force - RAF,En route (ENR),?,?,Short Sunderland III,NA,,12,0,12,0,12,12
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,1944,Australia,Military,United States Army Air Force - USAAF,En route (ENR),Australia,Indonesia,Douglas C-47A-25-DK (DC-3),NA,,0,2,2,20,2,22
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Consolidated C-87 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,1944,Myanmar,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47B-1-DL (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Wednesday 14 March 1945,1945,1943,Myanmar,Military,United States Army Air Force - USAAF,Takeoff (TOF),Myanmar,?,Douglas C-47-DL (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Takeoff (TOF),China,?,Curtiss C-46A-35-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Takeoff (TOF),Myanmar,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,,Iran,Military,United States Army Air Force - USAAF,Takeoff (TOF),Iran,?,Douglas C-47-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,,Russia,Cargo,Aeroflot / Turkmenistan,En route (ENR),?,?,Junkers Ju-52/3m,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,1943,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 March 1945,1945,1944,United Kingdom,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-1-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 16 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,China,Curtiss C-46A-55-CK Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 16 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Destroyed,Written off (damaged beyond repair),Friday 16 March 1945,1945,1943,United States of America,Military,United States Army Air Force - USAAF,En route (ENR),United States of America,United States of America,Douglas C-47A-DL (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Saturday 17 March 1945,1945,1945,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-54B-1-DC (DC-4),NA,,,,,,,
Damaged beyond repair,NA,Saturday 17 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-55-CK Commando,NA,,,,,,,
Damaged beyond repair,NA,Saturday 17 March 1945,1945,,St. Helena,Military,United States Navy,Takeoff (TOF),St. Helena,?,Consolidated PBY-5A Catalina,NA,,5,0,8,0,5,8
Damaged beyond repair,NA,Sunday 18 March 1945,1945,,United States of America,Military,United States Army Air Force - USAAF,En route (ENR),United States of America,United States of America,Douglas C-47A-35-DL (DC-3),NA,,1,2,4,2,3,6
Damaged beyond repair,NA,Monday 19 March 1945,1945,1944,United States of America,Military,United States Army Air Force - USAAF,En route (ENR),United States of America,United States of America,Douglas C-54A-15-DC (DC-4),NA,,5,0,5,0,5,5
Missing,Presumed damaged beyond repair,Monday 19 March 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-10-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 19 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,En route (ENR),India,China,Curtiss C-46A-30-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 19 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-55-CK Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 19 March 1945,1945,,Bangladesh,Military,United States Army Air Force - USAAF,Takeoff (TOF),Bangladesh,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Missing,Presumed damaged beyond repair,Monday 19 March 1945,1945,1944,Pacific Ocean,Military,United States Navy,En route (ENR),Indonesia,?,Douglas R4D-6 (DC-3),NA,,,,,,17,17
Damaged beyond repair,NA,Monday 19 March 1945,1945,,Bangladesh,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Consolidated C-109 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Monday 19 March 1945,1945,1945,Pacific Ocean,Military,Royal Air Force - RAF,En route (ENR),Papua New Guinea,Australia,Douglas Dakota IV (DC-3),NA,,0,0,4,24,0,28
Damaged beyond repair,NA,Monday 19 March 1945,1945,1945,Bangladesh,Military,Royal Air Force - RAF,Standing (STD),-,-,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 19 March 1945,1945,1944,Italy,Military,Royal Air Force - RAF,Takeoff (TOF),Italy,?,Douglas Dakota III (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 19 March 1945,1945,1944,Myanmar,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 20 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 20 March 1945,1945,1944,Papua New Guinea,Military,United States Army Air Force - USAAF,Takeoff (TOF),?,?,Douglas C-47A-30-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 20 March 1945,1945,1945,India,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 20 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 21 March 1945,1945,,Bangladesh,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 21 March 1945,1945,1944,Unknown country,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Douglas Dakota III (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 March 1945,1945,1944,United States of America,Military,United States Army Air Force - USAAF,En route (ENR),United States of America,United States of America,Curtiss C-46D-5-CU Commando,NA,,2,0,2,0,2,2
Damaged beyond repair,NA,Thursday 22 March 1945,1945,,United States of America,Military,United States Army Air Force - USAAF,En route (ENR),United States of America,United States of America,Curtiss C-46A-55-CK Commando,NA,,2,0,2,0,2,2
Damaged beyond repair,NA,Thursday 22 March 1945,1945,,Philippines,Military,United States Navy,Unknown (UNK),?,?,Consolidated PBY-5A Catalina,NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 March 1945,1945,,United Kingdom,Military,United States Navy,Standing (STD),-,-,Consolidated PBY-5A Catalina,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Thursday 22 March 1945,1945,,Hungary,Military,Magyar Légierö - Hungarian Air Force,Standing (STD),-,-,Junkers Ju-52/3mg14e,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Friday 23 March 1945,1945,1944,Atlantic Ocean,Military,United States Army Air Force - USAAF,En route (ENR),Portugal,?,Douglas C-54B-1-DC (DC-4),NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,1944,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-54B-1-DC (DC-4),NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,1945,Bangladesh,Military,Royal Air Force - RAF,Takeoff (TOF),Bangladesh,?,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,,India,Military,United States Army Air Force - USAAF,Takeoff (TOF),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 23 March 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-5-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-10-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Missing,Presumed damaged beyond repair,Saturday 24 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-25-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,Royal Air Force - RAF,En route (ENR),?,?,Douglas Dakota III (DC-3),NA,,3,0,4,0,3,4
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1943,Germany,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-45-DL (DC-3),NA,,4,0,4,0,4,4
Destroyed,Written off (damaged beyond repair),Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,En route (ENR),?,?,Curtiss C-46D-10-CU Commando,NA,,3,0,4,0,3,4
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-35-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,En route (ENR),France,France,Douglas C-47A-80-DL (DC-3),NA,,2,0,4,0,2,4
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,(CMB),United Kingdom,United Kingdom,Douglas C-47A-25-DK (DC-3),NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-25-DK (DC-3),NA,,0,0,4,19,0,23
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-15-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-15-DK (DC-3),NA,,3,0,5,0,3,5
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-10-DK (DC-3),NA,,1,0,6,11,1,17
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-75-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-40-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-35-DL (DC-3),NA,,,,,,,
Missing,Presumed damaged beyond repair,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-75-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-80-DL (DC-3),NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-70-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-10-DK (DC-3),NA,,,,4,18,,22
Missing,Presumed damaged beyond repair,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-70-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-80-DL (DC-3),NA,,,,,,,
Missing,Presumed damaged beyond repair,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-65-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-65-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,En route (ENR),France,France,Douglas C-47A-80-DL (DC-3),NA,,1,0,4,1,1,5
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-85-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,En route (ENR),United Kingdom,United Kingdom,Douglas C-47A-80-DL (DC-3),NA,,4,,4,17,,21
Damaged beyond repair,NA,Saturday 24 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Unknown (UNK),India,?,Consolidated C-87 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1943,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-55-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1943,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-70-DL (DC-3),NA,,,,,,,
Missing,Presumed damaged beyond repair,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-80-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1944,Germany,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 24 March 1945,1945,1943,Belgium,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-53D-DO (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,,Morocco,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Missing,Presumed damaged beyond repair,Sunday 25 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,,Australia,Military,Royal Australian Air Force - RAAF,Takeoff (TOF),?,?,Consolidated PBY-5A Catalina,NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,,Germany,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-80-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,1944,Myanmar,Military,Royal Air Force - RAF,Takeoff (TOF),?,?,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 March 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 26 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-1-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 26 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 26 March 1945,1945,1943,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-60-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 27 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,En route (ENR),?,?,Curtiss C-46A-55-CK Commando,NA,,0,0,4,0,0,4
Missing,Presumed damaged beyond repair,Tuesday 27 March 1945,1945,1944,Australia,Military,United States Army Air Force - USAAF,En route (ENR),Australia,Papua New Guinea,Douglas C-47A-90-DL (DC-3),NA,,4,20,4,20,24,24
Damaged beyond repair,NA,Tuesday 27 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,China,Consolidated C-87 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 28 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 28 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
